date,symbol,open,high,low,close,volume,sma,adx,dema,ema,rsi,standardDeviation,tema,williams,wma
27-06-2018,META,199.18,200.75,195.8,195.84,18734408,195.84,100,195.84,195.84,0,0,195.84,-99.19191919191935,195.84
26-06-2018,META,197.6,199.1,196.23,199.0,17897600,199.0,0,199.0,199.0,100,0,199.0,-3.4843205574910856,199.0
25-06-2018,META,200.0,200.0,193.11,196.35,25275137,196.35,100,196.35,196.35,0,0,196.35,-52.9753265602324,196.35
22-06-2018,META,201.16,202.24,199.31,201.74,17420200,201.74,100,201.74,201.74,100,0,201.74,-17.064846416382213,201.74
21-06-2018,META,202.76,203.39,200.09,201.5,19045717,201.5,0,201.5,201.5,0,0,201.5,-57.27272727272715,201.5
20-06-2018,META,199.1,203.55,198.81,202.0,28230933,202.0,100,202.0,202.0,100,0,202.0,-32.70042194092845,202.0
19-06-2018,META,196.24,197.96,193.79,197.49,19994000,197.49,100,197.49,197.49,0,0,197.49,-11.270983213429188,197.49
18-06-2018,META,194.8,199.58,194.13,198.31,16826023,198.31,100,198.31,198.31,100,0,198.31,-23.302752293578095,198.31
15-06-2018,META,195.79,197.07,194.64,195.85,21860931,195.85,0,195.85,195.85,0,0,195.85,-50.20576131687224,195.85
14-06-2018,META,193.1,197.28,192.91,196.81,19120900,196.81,100,196.81,196.81,100,0,196.81,-10.755148741418727,196.81
13-06-2018,META,192.74,194.5,191.91,192.41,15853821,192.41,100,192.41,192.41,100,0,192.41,-80.69498069498073,192.41
12-06-2018,META,192.17,193.28,191.56,192.4,11562704,192.4,100,192.4,192.4,100,0,192.4,-51.16279069767419,192.4
11-06-2018,META,188.81,192.6,188.8,191.54,12928907,191.54,100,191.54,191.54,100,0,191.54,-27.89473684210545,191.54
08-06-2018,META,187.53,189.48,186.43,189.1,12677100,189.1,100,189.1,189.1,100,0,189.1,-12.459016393442544,189.1
07-06-2018,META,190.75,190.97,186.77,188.18,21503200,188.18,100,188.18,188.18,0,0,188.18,-66.42857142857142,188.18
06-06-2018,META,191.03,192.53,189.11,191.34,22558920,191.34,100,191.34,191.34,0,0,191.34,-34.795321637426966,191.34
05-06-2018,META,194.3,195.0,192.62,192.94,15544300,192.94,100,192.94,192.94,0,0,192.94,-86.55462184873976,192.94
04-06-2018,META,191.84,193.98,191.47,193.28,18939800,193.28,100,193.28,193.28,0,0,193.28,-27.88844621513909,193.28
01-06-2018,META,193.07,194.55,192.07,193.99,17307245,193.99,100,193.99,193.99,100,0,193.99,-22.58064516129025,193.99
31-05-2018,META,187.87,192.72,187.48,191.78,30782631,191.78,100,191.78,191.78,100,0,191.78,-17.93893129770985,191.78
30-05-2018,META,186.54,188.0,185.25,187.67,13736900,187.67,100,187.67,187.67,100,0,187.67,-12.000000000000457,187.67
29-05-2018,META,184.34,186.81,183.71,185.74,16398937,185.74,100,185.74,185.74,100,0,185.74,-34.51612903225791,185.74
25-05-2018,META,186.02,186.33,184.45,184.92,10965100,184.92,100,184.92,184.92,0,0,184.92,-75.00000000000038,184.92
24-05-2018,META,185.88,186.8,185.03,185.93,12354742,185.93,0,185.93,185.93,0,0,185.93,-49.15254237288133,185.93
23-05-2018,META,182.5,186.91,182.18,186.9,16628100,186.9,100,186.9,186.9,100,0,186.9,-0.2114164904860661,186.9
22-05-2018,META,184.93,185.42,183.43,183.8,12731419,183.8,100,183.8,183.8,0,0,183.8,-81.40703517587899,183.8
21-05-2018,META,183.77,185.3,183.13,184.49,13532900,184.49,100,184.49,184.49,100,0,184.49,-37.327188940092,184.49
18-05-2018,META,183.49,184.19,182.61,182.68,13130500,182.68,100,182.68,182.68,0,0,182.68,-95.56962025316494,182.68
17-05-2018,META,182.68,184.06,182.22,183.76,14840700,183.76,100,183.76,183.76,100,0,183.76,-16.304347826087547,183.76
16-05-2018,META,183.7,184.32,182.66,183.2,16975500,183.2,100,183.2,183.2,0,0,183.2,-67.4698795180727,183.2
